Date,Benzene,Toluene,NO,NO2,NOx,PM2.5,PM10,RH,WS,WD,Ozone
06-10-2018 00:00,9.57,62.32,186.69,115.14,213.51,86.23,340.44,46.42,0.59,268.94,24.69
07-10-2018 00:00,8.43,58.93,146.56,113.36,179.80,95.20,356.23,44.31,0.52,229.50,29.87
08-10-2018 00:00,8.68,112.04,81.48,124.28,132.52,151.45,397.66,43.99,0.46,143.31,56.90
09-10-2018 00:00,7.28,60.97,25.13,79.18,61.27,104.92,319.77,46.29,1.33,93.06,62.41
10-10-2018 00:00,7.77,57.61,26.71,84.33,66.62,98.44,332.36,49.48,1.64,87.87,45.49
11-10-2018 00:00,3.74,37.34,17.96,54.17,43.45,70.32,238.18,54.10,2.02,108.14,41.81
12-10-2018 00:00,6.58,49.38,95.72,96.50,129.35,78.92,247.92,44.04,0.45,159.01,25.05
13-10-2018 00:00,9.31,54.50,183.57,129.10,218.31,200.07,433.23,45.57,0.62,230.82,15.99
14-10-2018 00:00,9.07,43.73,187.04,139.39,225.17,101.62,325.66,42.74,0.68,276.00,14.08
15-10-2018 00:00,9.74,73.04,163.42,144.40,210.88,137.74,381.02,44.17,0.45,199.96,18.26
16-10-2018 00:00,12.79,102.56,127.99,145.14,189.21,178.92,546.43,45.95,0.51,140.35,52.26
17-10-2018 00:00,11.96,91.94,85.39,137.41,132.53,171.62,472.96,42.36,0.53,163.49,40.74
18-10-2018 00:00,11.79,137.53,96.98,112.49,140.89,169.46,446.89,47.72,0.81,125.28,66.51
19-10-2018 00:00,12.01,65.21,126.04,130.39,172.16,173.17,432.25,46.56,0.40,202.69,37.26
20-10-2018 00:00,10.68,48.73,125.94,117.31,166.77,213.25,435.86,37.51,0.38,157.74,27.38
21-10-2018 00:00,11.05,52.21,149.13,114.10,182.15,175.70,394.27,37.75,0.57,221.36,26.06
22-10-2018 00:00,10.98,47.07,209.58,126.30,240.74,147.14,387.15,41.08,0.76,260.04,21.13
23-10-2018 00:00,14.59,71.00,190.58,136.49,225.72,162.53,461.61,40.42,0.41,217.93,26.20
24-10-2018 00:00,16.30,82.90,219.49,164.23,273.90,217.26,551.34,44.82,0.37,161.39,66.94
25-10-2018 00:00,14.19,158.70,189.99,161.28,239.17,210.05,506.08,47.12,0.46,156.00,70.84
26-10-2018 00:00,19.58,142.72,207.23,174.00,271.48,282.55,597.96,48.01,0.34,182.37,33.43
27-10-2018 00:00,24.17,119.10,147.00,199.29,191.96,266.70,628.36,51.84,0.38,224.54,24.99
28-10-2018 00:00,18.69,85.88,140.97,157.53,201.56,263.84,511.34,52.31,0.55,246.94,19.42
29-10-2018 00:00,22.08,81.94,161.59,192.36,239.30,312.94,655.63,53.28,0.41,236.12,22.90
30-10-2018 00:00,23.06,117.22,165.95,212.78,258.94,357.19,672.94,55.05,0.40,202.43,22.62
31-10-2018 00:00,15.02,99.96,172.44,144.07,209.23,256.26,581.16,54.56,0.40,163.05,23.39
01-11-2018 00:00,18.63,140.72,128.43,157.74,184.96,312.00,591.92,54.22,0.57,128.46,19.11
02-11-2018 00:00,10.38,77.63,60.96,127.14,117.32,215.47,412.91,48.53,0.96,85.08,26.43
03-11-2018 00:00,5.68,45.35,24.83,82.80,64.25,165.14,313.17,51.11,1.96,97.87,21.13
04-11-2018 00:00,4.07,36.98,47.15,79.34,80.69,112.71,220.71,49.45,1.88,175.26,20.83
05-11-2018 00:00,11.23,35.93,194.64,126.60,223.84,463.68,593.99,55.88,0.68,281.35,9.63
06-11-2018 00:00,8.15,29.15,172.63,112.36,200.64,202.62,375.88,36.16,1.14,284.02,13.74
07-11-2018 00:00,8.37,28.06,165.36,127.31,198.09,238.31,431.19,34.67,0.60,262.54,18.92
08-11-2018 00:00,23.94,63.77,176.00,189.67,245.49,503.94,722.05,48.80,0.33,204.18,14.02
09-11-2018 00:00,20.32,99.04,165.31,253.33,232.02,443.00,708.55,50.03,0.32,225.31,14.93
10-11-2018 00:00,20.58,115.84,215.18,275.68,231.65,376.11,631.05,54.24,0.50,149.87,21.21
11-11-2018 00:00,15.95,94.05,190.31,233.31,206.42,345.60,579.75,52.34,0.43,173.18,18.76
12-11-2018 00:00,15.37,84.66,181.03,174.20,222.29,358.78,631.59,56.97,0.53,125.78,16.75
13-11-2018 00:00,16.35,106.13,105.66,141.00,160.75,332.90,557.94,58.25,0.75,127.45,18.46
14-11-2018 00:00,9.27,69.59,109.37,119.40,152.66,169.27,278.91,59.65,0.84,136.80,26.20
15-11-2018 00:00,6.49,44.76,124.91,102.12,158.38,115.82,227.17,57.34,0.73,208.05,31.15
16-11-2018 00:00,7.06,30.33,197.81,116.02,222.96,141.71,290.95,46.31,1.11,281.16,25.86
17-11-2018 00:00,10.19,37.16,215.34,140.95,225.28,184.16,417.52,47.66,0.58,266.64,22.79
18-11-2018 00:00,12.51,46.30,57.85,126.34,109.42,211.56,429.45,49.94,0.81,134.50,33.23
19-11-2018 00:00,6.59,32.92,12.46,88.26,56.42,225.89,354.41,50.27,1.51,90.84,44.86
20-11-2018 00:00,13.30,59.81,189.73,151.83,223.40,268.73,490.73,54.56,0.46,205.79,32.30
21-11-2018 00:00,11.80,41.96,267.69,145.30,292.52,236.23,497.73,46.58,0.52,261.57,23.32
22-11-2018 00:00,12.23,40.23,229.81,160.92,284.08,176.23,486.07,42.31,0.33,229.24,28.13
23-11-2018 00:00,12.91,47.82,182.05,121.30,216.53,209.58,464.41,42.25,0.80,263.21,23.88
24-11-2018 00:00,8.86,33.04,174.01,104.84,206.74,125.04,330.34,41.26,1.01,270.60,23.68
25-11-2018 00:00,14.04,49.33,215.06,141.62,239.76,195.40,480.39,46.06,0.45,256.44,24.55
26-11-2018 00:00,17.12,65.74,153.65,160.67,208.23,256.43,528.72,53.25,0.42,224.30,23.79
27-11-2018 00:00,19.13,87.73,158.65,152.20,192.43,253.29,524.88,53.75,0.66,170.41,21.46
28-11-2018 00:00,13.35,89.95,207.46,120.17,241.48,242.94,496.57,57.29,0.44,178.72,53.97
29-11-2018 00:00,19.11,63.36,287.54,133.45,300.13,299.03,563.42,57.88,0.46,247.72,23.94
30-11-2018 00:00,14.46,52.77,273.77,118.97,287.54,238.50,501.49,52.58,0.52,262.17,19.16
01-12-2018 00:00,11.53,49.96,219.91,120.30,237.42,180.43,443.86,49.12,0.51,258.06,19.13
02-12-2018 00:00,19.39,76.41,227.33,151.68,256.63,266.94,542.49,49.63,0.37,218.69,40.58
03-12-2018 00:00,15.43,60.33,166.44,129.40,238.07,272.49,532.82,49.31,0.39,247.69,23.85
04-12-2018 00:00,19.67,93.98,242.69,139.13,272.34,333.27,605.89,53.92,0.36,220.79,42.77
05-12-2018 00:00,18.55,77.81,220.83,115.77,244.63,257.87,493.51,53.97,0.41,254.72,21.55
06-12-2018 00:00,19.65,94.78,235.22,124.35,274.54,305.74,576.29,55.67,0.39,202.94,56.52
07-12-2018 00:00,14.89,61.96,251.90,134.35,278.79,245.19,513.10,55.00,0.51,251.34,28.06
08-12-2018 00:00,14.84,63.72,221.07,138.29,280.82,258.36,500.84,53.66,0.36,221.71,29.90
09-12-2018 00:00,14.91,64.54,218.92,145.39,253.46,298.88,530.17,49.59,0.33,192.80,39.93
10-12-2018 00:00,13.78,101.61,176.79,115.08,230.85,334.42,525.67,54.92,0.66,114.92,61.23
11-12-2018 00:00,15.01,108.10,169.62,117.20,228.64,344.00,580.09,60.34,0.45,137.63,59.66
12-12-2018 00:00,10.76,71.83,95.66,82.41,121.81,233.11,362.68,57.05,1.02,110.48,50.68
13-12-2018 00:00,7.88,45.75,104.62,75.08,125.19,110.43,181.06,60.74,0.58,248.60,29.94
14-12-2018 00:00,8.08,42.93,160.96,96.99,182.79,118.47,214.34,57.69,0.57,288.03,26.03
15-12-2018 00:00,8.17,40.53,170.87,108.70,197.11,129.48,233.55,55.58,0.60,285.19,23.15
16-12-2018 00:00,10.40,43.47,219.31,125.57,246.40,180.36,339.72,53.67,0.46,256.70,25.27
17-12-2018 00:00,11.92,48.24,222.20,127.98,249.37,187.88,366.85,50.50,0.49,241.72,24.92
18-12-2018 00:00,12.19,48.66,228.28,147.62,261.20,221.27,420.59,47.48,0.65,279.48,24.81
19-12-2018 00:00,12.77,48.35,239.33,158.73,270.67,258.56,442.49,50.47,0.46,261.42,20.11
20-12-2018 00:00,18.89,65.47,228.06,159.28,286.18,322.86,552.34,52.08,0.41,253.78,20.29
21-12-2018 00:00,12.05,49.21,169.25,180.91,153.17,301.34,493.56,60.21,0.74,200.12,17.60
22-12-2018 00:00,18.29,95.81,198.92,179.55,214.65,442.95,617.64,55.89,0.34,209.22,32.25
23-12-2018 00:00,20.07,136.06,118.02,162.75,182.69,564.15,651.59,58.48,0.51,175.02,68.31
24-12-2018 00:00,21.24,78.60,184.16,145.06,234.68,557.14,556.83,57.86,0.49,229.36,33.23
25-12-2018 00:00,11.18,39.01,206.03,125.25,239.74,278.46,430.01,57.34,0.71,276.30,14.13
26-12-2018 00:00,15.02,57.79,207.91,144.32,237.12,302.20,484.05,52.57,0.44,256.62,15.09
27-12-2018 00:00,15.26,78.28,189.74,131.05,226.01,361.68,505.95,48.47,0.53,210.87,24.64
28-12-2018 00:00,9.79,40.90,173.52,117.15,206.51,274.34,424.69,53.86,0.75,275.33,14.74
29-12-2018 00:00,15.09,51.67,255.41,146.57,279.88,330.41,536.31,52.78,0.57,255.61,13.94
30-12-2018 00:00,22.35,74.15,131.99,181.95,208.46,521.26,597.78,53.30,0.32,239.02,13.98
31-12-2018 00:00,16.57,47.02,188.42,141.83,259.17,472.05,545.19,55.15,0.62,243.36,15.79
01-01-2019 00:00,15.99,59.74,152.05,146.50,213.46,380.23,555.57,52.34,0.38,233.49,23.88
02-01-2019 00:00,16.81,73.51,171.42,132.76,205.42,418.47,622.37,56.24,0.58,146.69,40.53
03-01-2019 00:00,17.60,56.40,233.80,134.30,271.95,412.89,570.40,58.26,0.61,271.35,23.56
04-01-2019 00:00,13.08,42.21,194.62,107.19,214.27,291.95,431.19,62.09,0.39,245.19,23.56
05-01-2019 00:00,9.96,47.03,54.63,85.87,90.20,241.67,343.16,56.11,1.15,90.49,23.91
06-01-2019 00:00,8.28,35.42,125.65,88.34,147.73,191.85,275.35,63.14,0.68,195.79,29.75
07-01-2019 00:00,10.64,39.95,198.62,111.34,220.23,197.84,303.64,61.97,0.53,270.66,20.60
08-01-2019 00:00,7.01,29.65,170.51,97.46,190.91,152.66,246.71,58.04,0.71,286.08,17.27
09-01-2019 00:00,7.86,29.74,190.09,103.86,209.97,155.26,276.36,51.77,0.97,280.98,14.29
10-01-2019 00:00,11.92,39.80,210.16,125.18,234.88,205.47,395.21,51.59,0.48,255.09,13.72
11-01-2019 00:00,16.58,58.10,184.41,128.36,211.52,350.48,481.84,54.06,0.51,163.83,18.13
12-01-2019 00:00,21.83,69.41,132.98,151.62,201.04,445.31,567.91,55.07,0.63,150.94,26.24
13-01-2019 00:00,13.45,69.74,119.12,119.43,167.59,312.21,448.88,55.01,0.61,220.05,24.22
14-01-2019 00:00,5.08,22.13,127.86,89.64,151.78,93.93,193.79,43.82,1.28,284.90,11.91
15-01-2019 00:00,8.44,29.06,195.10,104.95,211.78,145.29,279.31,47.21,0.90,267.54,10.34
16-01-2019 00:00,16.61,58.39,140.50,128.16,187.44,326.42,501.58,53.71,0.59,148.61,12.71
17-01-2019 00:00,17.71,64.48,262.37,117.88,317.63,408.33,574.88,53.48,0.40,207.82,11.55
18-01-2019 00:00,13.29,44.59,262.37,117.88,317.63,264.69,456.85,54.28,0.51,257.08,10.34
19-01-2019 00:00,17.71,68.52,128.65,182.92,153.91,345.16,573.33,50.38,0.37,243.76,14.14
20-01-2019 00:00,19.72,101.16,119.88,200.35,213.59,400.89,606.13,51.90,0.40,193.33,53.03
21-01-2019 00:00,8.19,57.58,73.77,96.81,110.16,169.11,316.52,60.96,2.28,106.34,15.22
22-01-2019 00:00,3.35,41.47,31.75,66.75,60.77,56.68,72.15,74.58,1.44,117.48,17.42
23-01-2019 00:00,11.72,48.49,170.84,96.44,190.60,166.89,285.28,68.07,0.49,223.45,15.07
24-01-2019 00:00,7.44,45.83,74.49,75.47,100.87,133.97,246.38,61.35,0.86,186.07,22.10
25-01-2019 00:00,4.71,38.08,74.44,81.02,103.87,78.64,157.31,59.41,0.70,257.34,12.45
26-01-2019 00:00,4.82,36.76,84.44,82.99,113.00,94.48,186.53,48.79,0.88,279.47,14.88
27-01-2019 00:00,5.72,41.39,128.26,87.18,151.04,127.48,241.48,49.70,0.92,285.85,14.39
28-01-2019 00:00,7.42,36.99,142.54,94.50,166.57,122.43,237.83,44.71,1.15,285.58,14.72
29-01-2019 00:00,7.79,48.28,186.43,102.31,206.07,150.93,302.20,45.28,0.87,281.94,16.24
30-01-2019 00:00,11.24,71.29,230.25,118.05,250.33,239.03,466.81,44.95,0.46,248.45,22.44
31-01-2019 00:00,10.49,73.21,92.37,82.29,119.13,231.24,409.26,48.32,1.41,114.48,32.53
01-02-2019 00:00,7.68,63.12,71.44,72.87,96.96,202.11,311.17,57.82,1.01,184.85,38.64
02-02-2019 00:00,8.00,38.28,111.25,67.91,122.65,218.75,343.06,70.99,0.89,280.85,18.57
03-02-2019 00:00,7.20,40.18,96.25,58.20,109.44,161.82,286.77,69.96,0.52,273.00,19.41
04-02-2019 00:00,12.20,55.74,123.62,128.46,166.39,197.05,403.18,61.51,0.40,234.10,22.83
05-02-2019 00:00,22.87,138.77,301.46,135.44,329.20,429.50,712.24,65.68,0.54,146.01,61.06
06-02-2019 00:00,8.29,48.71,42.57,87.71,81.34,185.30,291.66,65.52,1.60,104.61,26.02
07-02-2019 00:00,3.93,33.77,51.08,68.31,78.03,70.83,291.66,74.31,2.65,128.82,23.85
08-02-2019 00:00,5.93,39.40,157.77,99.51,190.22,96.89,291.66,56.68,0.87,240.46,21.87
09-02-2019 00:00,5.37,38.27,147.80,101.62,174.54,79.52,291.66,52.48,1.29,286.65,25.60
10-02-2019 00:00,6.81,43.96,210.83,128.13,244.84,121.83,291.66,51.43,0.67,274.04,21.11
11-02-2019 00:00,9.88,54.71,222.82,137.33,266.36,159.48,291.66,51.80,0.37,213.18,27.52
12-02-2019 00:00,11.12,61.26,185.37,135.27,225.17,225.55,291.66,53.83,0.41,183.23,32.01
13-02-2019 00:00,10.05,55.64,137.68,124.67,180.43,222.12,291.66,53.89,0.55,140.50,41.55
14-02-2019 00:00,7.35,52.97,54.94,80.33,87.55,169.65,291.66,64.06,2.06,117.22,23.48
15-02-2019 00:00,6.26,49.68,107.29,78.30,129.15,131.03,247.19,63.81,0.82,201.13,31.68
16-02-2019 00:00,6.15,36.15,130.57,70.49,143.91,131.54,240.10,70.13,0.87,286.24,10.27
17-02-2019 00:00,6.29,35.32,159.85,94.05,180.40,116.31,272.69,61.54,0.85,273.75,14.14
18-02-2019 00:00,6.77,39.94,66.19,88.53,100.75,110.02,248.14,50.99,1.30,139.17,22.77
19-02-2019 00:00,4.93,50.75,101.77,101.04,136.73,138.92,300.69,60.46,0.60,140.67,28.30
20-02-2019 00:00,4.24,60.24,52.30,79.56,84.96,102.17,204.35,64.54,1.16,99.30,26.43
21-02-2019 00:00,4.25,46.43,93.66,77.46,117.79,81.47,252.04,53.52,1.27,112.04,24.48
22-02-2019 00:00,4.59,39.24,77.30,70.96,97.84,85.93,253.92,54.16,1.72,285.70,17.88
23-02-2019 00:00,2.78,25.69,36.34,77.79,63.88,55.89,169.10,47.69,1.84,286.41,20.33
24-02-2019 00:00,3.39,27.82,29.23,102.27,60.27,84.85,213.30,43.49,0.78,255.02,15.77
25-02-2019 00:00,4.55,37.35,14.15,103.97,57.70,116.28,229.35,51.32,0.82,128.08,21.60
26-02-2019 00:00,3.21,40.02,9.67,73.72,40.00,70.24,161.39,55.71,1.24,124.33,28.49
27-02-2019 00:00,3.12,40.95,18.81,70.26,39.85,94.97,165.37,64.72,0.59,203.56,12.98
28-02-2019 00:00,5.04,31.22,29.11,91.05,56.77,157.66,386.09,55.13,1.02,246.39,14.38
01-03-2019 00:00,4.35,33.38,32.47,102.33,62.89,99.01,277.17,45.26,0.68,259.27,12.58
02-03-2019 00:00,5.36,43.69,11.64,101.77,55.82,117.66,228.20,58.86,0.62,148.79,13.56
03-03-2019 00:00,3.01,38.39,6.98,67.83,37.23,71.49,153.04,68.03,0.92,120.45,22.01
04-03-2019 00:00,5.33,35.99,23.84,85.69,51.60,117.36,308.89,64.48,0.87,244.78,20.32
05-03-2019 00:00,3.50,27.78,27.96,81.45,53.37,71.04,245.83,55.37,1.03,286.85,11.56
06-03-2019 00:00,4.97,33.60,93.38,87.80,113.30,96.88,306.96,48.78,0.90,264.53,8.49
07-03-2019 00:00,6.54,39.91,185.07,108.40,215.78,119.33,399.85,46.14,0.53,237.12,9.04
08-03-2019 00:00,5.69,31.46,113.78,98.09,145.94,133.31,333.99,45.15,0.59,209.72,10.25
09-03-2019 00:00,3.76,27.30,91.26,76.35,115.06,80.83,221.22,43.03,1.13,266.47,12.15
10-03-2019 00:00,3.28,27.30,101.23,90.53,130.81,77.09,244.30,36.64,0.68,228.74,21.71
11-03-2019 00:00,4.06,45.29,33.38,74.32,66.73,89.49,246.50,39.71,1.88,116.03,30.66
12-03-2019 00:00,3.71,20.09,69.44,64.50,90.91,60.35,162.42,42.66,0.95,236.96,15.35
13-03-2019 00:00,4.75,32.46,85.22,79.23,111.66,112.45,296.41,42.94,0.43,184.41,17.01
14-03-2019 00:00,5.60,27.39,96.42,62.27,111.75,144.60,287.65,51.82,1.12,193.03,10.69
15-03-2019 00:00,3.58,30.81,105.88,71.70,124.47,74.93,174.43,47.99,0.99,265.04,15.99
16-03-2019 00:00,2.84,23.77,92.36,78.20,116.89,70.14,182.56,42.10,1.02,275.82,18.31
17-03-2019 00:00,3.57,27.52,116.17,91.18,143.20,96.20,237.29,39.79,0.74,259.85,17.05
18-03-2019 00:00,3.73,29.02,147.52,105.15,176.21,112.42,268.06,40.39,0.69,255.51,16.72
19-03-2019 00:00,4.41,35.18,133.99,103.66,165.43,159.31,295.15,37.04,0.66,222.92,12.14
20-03-2019 00:00,3.73,38.26,50.69,84.65,86.35,132.17,266.73,33.52,1.35,116.59,24.06
21-03-2019 00:00,4.99,21.22,28.85,51.20,50.76,329.25,211.46,35.79,0.62,196.81,38.68
22-03-2019 00:00,2.26,14.79,71.15,62.16,91.07,35.63,160.49,31.14,1.64,278.71,25.34
23-03-2019 00:00,2.06,13.92,80.11,62.47,98.54,69.23,202.84,34.12,1.99,286.05,31.94
24-03-2019 00:00,2.05,14.86,116.17,67.35,130.52,57.34,180.40,35.29,1.22,273.48,20.53
25-03-2019 00:00,2.50,14.78,98.85,66.60,116.06,73.02,206.28,43.76,1.20,271.03,12.19
26-03-2019 00:00,3.15,18.14,119.68,77.71,138.92,72.42,213.28,40.67,1.19,284.78,16.31
27-03-2019 00:00,4.28,22.39,179.81,90.80,196.96,80.28,285.21,36.81,0.84,266.39,18.12
28-03-2019 00:00,6.44,30.85,183.15,92.62,200.33,158.64,401.28,38.01,0.46,222.16,23.36
29-03-2019 00:00,6.59,34.29,140.30,105.13,172.70,187.60,421.46,40.96,0.49,196.37,19.81
30-03-2019 00:00,6.07,28.25,119.71,80.40,139.86,153.15,359.43,36.63,0.54,185.59,33.74
31-03-2019 00:00,2.19,16.31,86.07,56.85,100.51,59.08,235.09,29.55,1.77,265.44,24.66
01-04-2019 00:00,2.15,11.37,72.35,74.25,98.47,53.22,204.24,29.41,1.61,279.92,25.83
02-04-2019 00:00,4.27,28.47,103.82,92.16,130.40,104.16,289.34,29.82,0.68,227.59,28.54
03-04-2019 00:00,4.13,24.93,103.07,96.30,135.20,96.31,278.39,28.71,0.66,217.81,19.77
04-04-2019 00:00,6.57,38.02,95.64,118.42,140.94,155.54,374.47,31.45,0.68,168.66,42.12
05-04-2019 00:00,7.30,78.69,176.59,116.12,210.38,182.66,446.40,31.66,0.82,170.61,57.54
06-04-2019 00:00,5.52,28.41,78.04,87.36,110.07,126.60,398.56,30.66,1.01,156.36,30.80
07-04-2019 00:00,4.74,20.02,26.67,58.56,52.91,151.64,351.94,46.61,2.49,114.10,100.53
08-04-2019 00:00,3.37,32.00,56.24,81.03,88.94,91.15,355.31,39.96,1.17,137.11,33.41
09-04-2019 00:00,5.19,37.68,88.63,95.09,122.66,102.12,297.56,36.10,0.78,134.28,44.11
10-04-2019 00:00,9.00,59.43,127.46,101.96,173.62,149.35,407.53,32.75,0.65,222.15,30.55
11-04-2019 00:00,5.98,48.55,90.56,90.69,122.04,88.56,277.16,27.43,0.61,215.12,34.45
12-04-2019 00:00,4.52,23.12,76.73,85.73,107.81,83.48,294.50,32.51,0.95,227.52,22.71
13-04-2019 00:00,3.23,18.43,77.29,73.64,102.24,69.25,230.44,28.44,1.30,247.86,26.38
14-04-2019 00:00,2.76,18.60,80.99,73.74,105.22,51.41,202.18,27.28,1.39,277.10,24.75
15-04-2019 00:00,4.43,19.74,141.17,88.42,163.50,59.67,259.68,24.00,1.17,255.04,22.57
16-04-2019 00:00,3.14,24.96,39.59,51.56,59.70,57.91,196.43,45.36,2.56,181.69,32.09
17-04-2019 00:00,1.51,21.54,29.82,51.97,52.00,28.19,119.60,34.08,1.99,138.81,27.99
18-04-2019 00:00,3.73,21.56,57.34,75.18,86.74,56.27,151.07,2.50,0.73,189.95,40.25
19-04-2019 00:00,4.96,22.71,125.04,93.38,151.64,82.42,238.29,2.50,0.70,254.35,34.29
20-04-2019 00:00,5.13,20.16,161.80,128.15,199.26,106.17,284.74,2.50,0.55,250.16,45.30
21-04-2019 00:00,6.72,40.48,184.68,125.11,217.02,122.11,321.78,2.50,0.77,223.21,34.51
22-04-2019 00:00,9.72,47.82,136.93,114.37,172.26,143.57,349.79,2.50,0.73,179.74,60.07
23-04-2019 00:00,11.76,67.44,134.65,130.95,188.32,128.30,391.81,2.50,0.76,197.39,39.80
24-04-2019 00:00,4.51,38.48,27.79,91.99,70.86,112.82,343.43,2.50,1.28,120.30,32.76
25-04-2019 00:00,4.12,37.52,20.77,78.82,58.80,94.85,300.46,2.50,1.33,111.14,56.16
26-04-2019 00:00,7.66,41.38,146.28,118.40,181.66,110.46,308.84,2.50,0.82,246.07,38.67
27-04-2019 00:00,4.24,22.20,94.16,87.62,123.42,64.02,324.65,2.50,1.97,282.19,43.15
28-04-2019 00:00,3.39,19.51,104.90,89.39,133.10,66.28,294.96,2.50,1.55,284.26,42.02
29-04-2019 00:00,5.10,26.67,161.05,104.33,189.39,84.86,307.45,2.50,0.68,248.63,40.50
30-04-2019 00:00,6.43,30.69,73.29,99.78,112.78,118.26,325.15,2.50,1.12,126.23,64.67
01-05-2019 00:00,6.57,30.60,72.16,118.24,121.72,147.84,377.10,2.50,0.48,176.24,77.91
02-05-2019 00:00,3.96,22.47,29.57,64.00,58.11,86.18,301.29,2.50,1.76,126.34,56.27
03-05-2019 00:00,3.75,24.99,64.41,74.28,92.08,73.69,185.28,2.50,1.20,161.00,67.00
04-05-2019 00:00,4.99,25.38,94.34,85.04,122.11,82.80,250.25,2.50,0.88,261.58,38.33
05-05-2019 00:00,4.89,35.57,0.00,0.00,0.00,93.39,319.78,2.50,1.51,254.53,65.69
06-05-2019 00:00,6.40,27.00,70.94,144.84,134.87,131.64,390.57,2.50,1.31,263.82,47.43
07-05-2019 00:00,6.31,47.29,177.73,85.72,202.57,129.28,494.63,2.50,1.32,260.09,43.26
08-05-2019 00:00,8.37,47.70,188.63,83.52,203.82,297.86,538.28,2.50,1.16,252.22,34.12
09-05-2019 00:00,5.65,19.16,200.04,76.88,198.96,200.22,494.85,2.50,1.08,266.51,20.72
10-05-2019 00:00,3.35,11.16,103.24,81.54,127.41,162.39,367.40,2.50,1.12,250.93,31.82
11-05-2019 00:00,3.95,22.02,111.42,97.84,142.88,151.40,372.25,2.50,1.07,255.00,48.81
12-05-2019 00:00,3.67,13.60,98.05,91.47,128.56,220.74,431.73,2.50,1.43,265.48,42.99
13-05-2019 00:00,6.15,18.95,87.04,98.60,123.43,231.29,455.86,2.50,1.01,229.06,44.20
14-05-2019 00:00,3.38,13.26,70.28,88.95,104.64,88.56,212.31,2.50,0.60,207.15,32.24
15-05-2019 00:00,6.75,44.96,60.94,76.43,92.80,119.80,224.78,2.53,1.09,123.80,33.65
16-05-2019 00:00,5.05,28.80,123.80,126.17,171.20,81.90,230.60,2.50,1.04,193.86,32.66
17-05-2019 00:00,4.49,29.20,108.81,92.68,137.95,86.85,352.11,2.54,1.08,198.30,29.76
18-05-2019 00:00,2.99,12.99,118.19,99.02,149.02,44.74,113.95,2.51,1.11,281.91,20.23
19-05-2019 00:00,4.00,14.66,164.41,131.09,203.81,79.23,178.74,2.50,0.94,281.62,32.29
20-05-2019 00:00,5.79,24.48,225.86,140.61,258.91,106.28,226.20,2.50,0.93,263.58,31.15
21-05-2019 00:00,4.72,16.51,169.37,123.46,203.66,78.77,175.98,2.50,0.73,266.78,34.75
22-05-2019 00:00,5.64,20.04,193.19,121.71,220.42,78.40,201.22,2.50,0.54,261.24,24.50
23-05-2019 00:00,6.37,23.08,173.47,117.67,210.00,104.44,204.68,2.50,0.82,252.10,28.56
24-05-2019 00:00,3.89,18.16,106.58,68.05,123.10,64.44,122.10,2.56,1.21,238.93,12.60
25-05-2019 00:00,2.69,10.50,92.40,75.91,115.71,39.74,112.66,2.50,1.74,292.89,20.21
26-05-2019 00:00,2.76,11.22,113.52,107.15,149.44,53.52,112.33,2.50,1.13,271.72,31.99
27-05-2019 00:00,4.00,14.69,129.93,117.22,168.65,83.08,200.97,2.50,1.08,264.51,28.59
28-05-2019 00:00,5.16,17.97,176.38,121.73,208.90,69.32,259.33,2.50,1.14,277.96,31.98
29-05-2019 00:00,6.08,22.77,175.37,128.91,211.93,85.19,301.45,2.50,0.80,258.52,33.29
30-05-2019 00:00,8.27,30.07,214.33,123.56,244.71,94.48,344.62,2.51,0.86,267.44,29.84
31-05-2019 00:00,4.20,22.83,116.17,108.73,149.73,93.46,424.21,2.50,0.99,217.91,47.91
01-06-2019 00:00,4.63,52.42,52.33,88.76,88.18,113.05,369.44,2.50,1.70,109.57,33.22
02-06-2019 00:00,1.94,29.15,9.68,58.78,39.16,78.23,237.90,2.50,2.61,99.41,20.89
03-06-2019 00:00,1.57,8.82,5.05,41.61,26.24,67.74,341.61,2.50,3.49,94.16,20.14
04-06-2019 00:00,1.96,24.15,9.36,59.32,39.19,56.99,184.20,2.50,2.51,99.22,34.23
05-06-2019 00:00,3.20,28.05,43.41,68.19,71.66,75.75,239.83,2.50,1.25,133.66,29.70
06-06-2019 00:00,3.09,35.82,67.46,93.79,104.30,84.33,284.06,2.50,1.25,165.95,37.86
07-06-2019 00:00,1.91,13.91,14.98,75.49,52.37,61.43,165.27,2.50,1.28,119.97,41.71
08-06-2019 00:00,3.82,28.03,79.42,120.68,128.12,87.26,257.33,11.09,0.71,185.81,31.37
09-06-2019 00:00,7.23,58.44,177.98,141.52,225.04,137.40,411.76,31.68,0.58,190.37,54.12
10-06-2019 00:00,5.75,28.24,202.01,132.17,236.42,101.17,384.26,32.24,0.64,239.02,35.71
11-06-2019 00:00,5.26,26.25,183.71,109.68,207.66,125.11,531.19,22.36,0.91,231.15,24.67
12-06-2019 00:00,1.73,20.10,21.55,55.07,46.85,73.93,255.15,38.31,2.69,123.00,29.53
13-06-2019 00:00,2.38,13.81,49.25,82.08,83.81,62.07,215.07,37.16,0.90,199.66,37.32
14-06-2019 00:00,3.12,11.26,156.13,99.21,181.27,58.38,256.45,31.86,1.14,283.26,38.04
15-06-2019 00:00,4.06,15.70,159.64,113.31,190.50,89.36,371.77,29.39,1.24,275.55,39.31
