Date,Benzene,Toluene,NO,NO2,NOx,PM2.5,PM10,RH,WS,WD,Ozone
03-11-2020 00:00,5.41,42.77,97.70,152.07,179.18,171.83,402.81,54.44,0.38,199.43,24.84
04-11-2020 00:00,7.15,42.96,159.43,160.73,220.45,372.05,615.30,60.95,0.30,228.33,18.59
05-11-2020 00:00,5.65,36.93,131.36,163.00,197.23,320.97,555.23,60.28,0.35,233.83,24.30
06-11-2020 00:00,7.06,76.06,104.12,127.81,178.95,303.48,556.86,58.92,0.34,237.73,24.37
07-11-2020 00:00,6.29,51.11,111.98,134.64,173.01,372.30,604.15,58.32,0.35,241.33,31.18
08-11-2020 00:00,7.73,81.19,91.88,159.35,172.17,434.74,694.88,64.43,0.30,218.40,31.36
09-11-2020 00:00,8.52,88.91,83.65,163.82,164.64,559.95,731.96,68.62,0.30,223.51,24.81
10-11-2020 00:00,7.64,131.32,39.52,123.30,98.57,537.70,458.88,68.45,0.43,165.66,33.07
11-11-2020 00:00,5.59,191.11,61.44,94.68,115.58,272.14,522.45,65.91,0.50,118.00,40.09
12-11-2020 00:00,5.70,73.55,185.54,118.32,230.30,219.93,466.12,64.93,0.31,173.76,29.29
13-11-2020 00:00,8.70,96.21,229.04,136.45,280.04,291.94,521.62,65.47,0.30,207.85,37.69
14-11-2020 00:00,9.24,47.92,217.39,127.94,277.40,476.25,677.55,67.74,0.31,169.44,40.74
15-11-2020 00:00,5.96,23.99,95.42,88.45,124.83,298.01,342.26,65.34,0.87,105.46,52.10
16-11-2020 00:00,1.94,36.88,69.82,56.31,86.87,98.12,163.99,72.78,0.78,135.67,36.16
17-11-2020 00:00,1.80,7.62,131.80,76.02,147.85,88.29,204.00,66.25,0.37,234.31,18.14
18-11-2020 00:00,2.41,11.82,144.31,98.28,169.90,113.90,248.23,61.85,0.34,248.77,26.14
19-11-2020 00:00,3.59,12.71,109.50,101.28,142.61,197.49,319.24,61.06,0.33,180.00,24.88
20-11-2020 00:00,3.64,16.10,127.69,96.93,155.63,153.16,280.39,55.83,0.45,263.93,27.94
21-11-2020 00:00,3.26,16.15,142.33,78.36,159.88,115.25,238.90,53.22,0.61,263.22,31.78
22-11-2020 00:00,4.59,16.77,149.08,92.74,168.48,147.61,283.78,53.24,0.39,248.92,25.33
